userid,probability
55597,0.6695241177518586
55598,0.0862045749556809
55599,0.24993505580241973
55600,0.587524843362124
55601,0.661056772838821
55602,0.25171348374171004
55603,0.5295803537693675
55604,0.16601925205735432
55605,0.39157483672469
55606,0.2114787393856586
55607,0.09933292812638664
55608,0.029261358461088023
55609,0.49139520613873156
55610,0.43102373218004086
55611,0.32735989460155795
55612,0.03163599233953485
55613,0.5982935795491962
55614,0.09621057989919202
55615,0.5759417132327249
55616,0.40435283033552577
55617,0.05656031871262986
55618,0.03576668070841655
55619,0.2527072200656832
55620,0.09774496028206228
55621,0.1158518617265768
55622,0.38181046162724475
55623,0.37932862510535287
55624,0.09373512125057128
55625,0.20249114781806637
55626,0.22946663964193975
55627,0.693954315973725
55628,0.5716521244021712
55629,0.14507764441746326
55630,0.41406186227176295
55631,0.048309251055543664
55632,0.0465753370070131
55633,0.07777769523711375
55634,0.7326184290471893
55635,0.13105352885204163
55636,0.8736412967349159
55637,0.10775121942586534
55638,0.6251479150573582
55639,0.04082462267766443
55640,0.039895435932396646
55641,0.7733362689120323
55642,0.12676138608439033
55643,0.4217401558596028
55644,0.7041822004968641
55645,0.1351549725435601
55646,0.15641935265974122
55647,0.8320709791474183
55648,0.03135541159101052
55649,0.47126017223481675
55650,0.43630674962991484
55651,0.11091088891378331
55652,0.5025919868697339
55653,0.1574392270372379
55654,0.7369052823024224
55655,0.5192214300802116
55656,0.7072982351094943
55657,0.7097692674604226
55658,0.10742487010242074
55659,0.723660361735836
55660,0.6173412179772386
55661,0.47654955140933575
55662,0.6673461175896482
55663,0.5952063056008624
55664,0.13217756719678408
55665,0.09113662697494791
55666,0.18274539618430471
55667,0.29127762896086284
55668,0.02287986475985332
55669,0.7467279447737996
55670,0.6167376710142173
55671,0.46542694854994415
55672,0.13615957733604772
55673,0.27201846176745204
55674,0.38392149876904086
55675,0.8194478942034655
55676,0.631697539722736
55677,0.441508766276354
55678,0.0854074530420293
55679,0.44963163366197295
55680,0.028354623947427483
55681,0.15139785374045273
55682,0.4938526791646926
55683,0.13405347901442435
55684,0.0738348729522926
55685,0.7293319584415452
55686,0.5551125073442882
55687,0.4719003578089457
55688,0.6811221632718223
55689,0.1096994149875536
55690,0.0716098249084633
55691,0.20379504140387833
55692,0.6943524226285809
55693,0.8097175531203972
55694,0.12421441025925746
55695,0.41323332748793157
55696,0.12725663762842776
55697,0.3972337266899101
55698,0.3579745291369389
55699,0.04653241250671216
55700,0.8615807878802144
55701,0.5529400800056437
55702,0.22976392213521316
55703,0.6677265011610706
55704,0.08331829752150696
55705,0.10990386337351583
55706,0.5408939525280895
55707,0.4431601475283983
55708,0.04808317078535329
55709,0.6894026703725906
55710,0.5344746282729481
55711,0.6603857509686988
55712,0.09922538340673934
55713,0.6741430988435999
55714,0.03551251256696817
55715,0.02224329157630196
55716,0.10933330076754913
55717,0.16079207260318934
55718,0.03956752382329445
55719,0.4778893078740438
55720,0.05020723497025794
55721,0.06219012114232532
55722,0.5091072789022995
55723,0.31371148136867805
55724,0.4181471376068613
55725,0.23422656662771915
55726,0.23423644364895974
