userid,probability
55597,0.680094212293625
55598,0.0950230360031128
55599,0.218337953090668
55600,0.510302066802979
55601,0.681994944810867
55602,0.268735945224762
55603,0.63605061173439
55604,0.15833055973053
55605,0.544764816761017
55606,0.288028120994568
55607,0.112896025180817
55608,0.0396202206611633
55609,0.50223970413208
55610,0.391465604305267
55611,0.319997429847717
55612,0.0519918203353882
55613,0.568034827709198
55614,0.139036655426025
55615,0.553035765886307
55616,0.47899055480957
55617,0.0894880294799805
55618,0.0540314316749573
55619,0.244503259658813
55620,0.124061048030853
55621,0.138725101947784
55622,0.429149687290192
55623,0.422846734523773
55624,0.0926958918571472
55625,0.145756602287292
55626,0.244770467281342
55627,0.663608133792877
55628,0.546189606189728
55629,0.118237972259521
55630,0.393659770488739
55631,0.058372437953949
55632,0.0600487589836121
55633,0.0905092358589172
55634,0.759396240115166
55635,0.141445398330688
55636,0.823480024933815
55637,0.146270573139191
55638,0.671088099479675
55639,0.0392506718635559
55640,0.0366382598876953
55641,0.754020974040031
55642,0.112329363822937
55643,0.457450270652771
55644,0.696417182683945
55645,0.162103533744812
55646,0.173751890659332
55647,0.801461189985275
55648,0.0474563837051392
55649,0.509321630001068
55650,0.523669987916946
55651,0.115935683250427
55652,0.509581416845322
55653,0.23295921087265
55654,0.704827636480331
55655,0.559222400188446
55656,0.693668097257614
55657,0.711212307214737
55658,0.0796417593955994
55659,0.816666185855865
55660,0.640661001205444
55661,0.521401196718216
55662,0.621046721935272
55663,0.598672777414322
55664,0.178328216075897
55665,0.137269139289856
55666,0.239874720573425
55667,0.332914710044861
55668,0.0361471772193909
55669,0.743728637695312
55670,0.6743985414505
55671,0.417989730834961
55672,0.106213212013245
55673,0.272912323474884
55674,0.440744161605835
55675,0.835351139307022
55676,0.636863946914673
55677,0.532092422246933
55678,0.143205463886261
55679,0.526902139186859
55680,0.0278303623199463
55681,0.151671409606934
55682,0.488376438617706
55683,0.13504284620285
55684,0.0486658215522766
55685,0.713289111852646
55686,0.498227834701538
55687,0.495549917221069
55688,0.674966603517532
55689,0.106867015361786
55690,0.112234950065613
55691,0.285691678524017
55692,0.70693439245224
55693,0.75678263604641
55694,0.138478338718414
55695,0.388187766075134
55696,0.140092015266418
55697,0.445535600185394
55698,0.323832869529724
55699,0.0635067820549011
55700,0.863131269812584
55701,0.600655436515808
55702,0.242354869842529
55703,0.614481776952744
55704,0.0745448470115662
55705,0.0913202166557312
55706,0.567770957946777
55707,0.469085454940796
55708,0.0430890321731567
55709,0.684499382972717
55710,0.612632304430008
55711,0.681221783161163
55712,0.111488938331604
55713,0.593896895647049
55714,0.0310467481613159
55715,0.0261608958244324
55716,0.115592300891876
55717,0.173060297966003
55718,0.0444387197494507
55719,0.521327555179596
55720,0.0546979904174805
55721,0.0772988796234131
55722,0.550621211528778
55723,0.31823456287384
55724,0.518300175666809
55725,0.295007050037384
55726,0.267298579216003
55727,0.803193345665932
55728,0.470252096652985
55729,0.229682624340057
55730,0.0582071542739868
55731,0.0395785570144653
55732,0.30469286441803
55733,0.0802590250968933
55734,0.376959562301636
55735,0.46435022354126
55736,0.777631402015686
55737,0.373119950294495
55738,0.238581597805023
55739,0.494452774524689
55740,0.554517239332199
55741,0.624687045812607
55742,0.0946431756019592
55743,0.0737544298171997
55744,0.0808599591255188
55745,0.378754019737244
55746,0.0536945462226868
55747,0.0476865768432617
55748,0.289410531520844
55749,0.463095664978027
55750,0.0800670981407166
55751,0.49964052438736
55752,0.796572595834732
55753,0.565563291311264
55754,0.220927059650421
55755,0.0654980540275574
55756,0.111693978309631
55757,0.383278489112854
55758,0.22180837392807
55759,0.228823363780975
55760,0.227519094944
55761,0.505900144577026
55762,0.119124412536621
55763,0.711392998695374
55764,0.117390334606171
55765,0.934721015393734
55766,0.308238506317139
55767,0.457903921604156
55768,0.660835862159729
55769,0.128799617290497
55770,0.055082380771637
55771,0.402977466583252
55772,0.466951608657837
55773,0.663832753896713
55774,0.319099724292755
55775,0.556331545114517
55776,0.104890882968903
55777,0.389686524868011
55778,0.725382089614868
55779,0.750773891806602
55780,0.181582629680634
55781,0.673402369022369
55782,0.0577766299247742
55783,0.0627390742301941
55784,0.19681590795517
55785,0.113982439041138
55786,0.0674901008605957
55787,0.115999579429626
55788,0.0839962959289551
55789,0.219415605068207
55790,0.163203477859497
55791,0.317999720573425
55792,0.723124504089355
55793,0.456400632858276
55794,0.555589824914932
55795,0.189001619815826
55796,0.464322328567505
55797,0.711301118135452
55798,0.117434024810791
55799,0.151691854000092
55800,0.607633620500565
55801,0.0842775106430054
55802,0.281868636608124
55803,0.583118468523026
55804,0.0722887516021729
55805,0.562256187200546
55806,0.831181570887566
55807,0.175347447395325
55808,0.59921458363533
55809,0.216313123703003
55810,0.771001130342484
55811,0.174049317836761
55812,0.65265616774559
55813,0.0992298722267151
55814,0.518297523260117
55815,0.605245679616928
55816,0.641369700431824
55817,0.0766506791114807
55818,0.133426547050476
55819,0.56633597612381
55820,0.219085037708282
55821,0.507683336734772
55822,0.535744369029999
55823,0.115920126438141
55824,0.105504810810089
55825,0.0699318647384644
55826,0.37040913105011
55827,0.0324704647064209
55828,0.405072629451752
55829,0.451296210289001
55830,0.0325034856796265
55831,0.690500408411026
55832,0.0980514287948608
55833,0.273959279060364
55834,0.839753285050392
55835,0.469274818897247
55836,0.319437623023987
55837,0.507487028837204
55838,0.0605233311653137
55839,0.767139747738838
55840,0.453302621841431
55841,0.437710285186768
55842,0.499565720558167
55843,0.191717028617859
55844,0.120907545089722
55845,0.618530362844467
55846,0.0906484723091125
55847,0.167946577072144
55848,0.496336460113525
55849,0.436002969741821
55850,0.161090612411499
55851,0.420505583286285
55852,0.0652274489402771
55853,0.43580174446106
55854,0.518754869699478
55855,0.0778071880340576
55856,0.237356781959534
55857,0.275293529033661
55858,0.647967964410782
55859,0.12897253036499
55860,0.512877941131592
55861,0.0503489971160889
55862,0.0684562921524048
55863,0.17343544960022
55864,0.0205032825469971
55865,0.124853610992432
55866,0.597088038921356
55867,0.0596327781677246
55868,0.587822049856186
55869,0.0547572374343872
55870,0.047024667263031
55871,0.108367323875427
55872,0.0471447706222534
55873,0.723754227161407
55874,0.0324331521987915
55875,0.44729083776474
55876,0.13096410036087
55877,0.125680088996887
55878,0.0606541633605957
55879,0.682243347167969
55880,0.0920994281768799
55881,0.0905144810676575
55882,0.613089263439178
55883,0.596142709255219
55884,0.158425688743591
55885,0.209982752799988
55886,0.777476146817207
55887,0.0872575640678406
55888,0.519788235425949
55889,0.597930699586868
55890,0.369470715522766
55891,0.353704035282135
55892,0.374513208866119
55893,0.333537042140961
55894,0.16980904340744
55895,0.680401146411896
55896,0.129834651947021
55897,0.0703145861625671
55898,0.60843962430954
55899,0.133321583271027
55900,0.720663040876389
55901,0.143948078155518
55902,0.0853235125541687
55903,0.307578682899475
55904,0.0903639793395996
55905,0.0926773548126221
55906,0.561926513910294
55907,0.128019452095032
55908,0.0554510951042175
55909,0.232502102851868
55910,0.103125333786011
55911,0.130149841308594
55912,0.0817689895629883
