feature,score
afterLoanBill1,118.43125586813181
loanUseTime,58.44311791836733
heavyRatio,44.28157589189188
afterLoanBill3,42.559954499999996
perOwingAfterLoaning,26.9859895859375
afterLoanBill4,20.80412137931034
time7,15.873799058091278
time3,15.079944000000001
lighting,14.026822255813952
drop_num_sum,12.742659999999999
heavySum,12.596294204545451
salaryFlag,12.188710500000003
date_loan_1,11.912752600000001
owingBanks,11.821266363636363
x1_x6_0,11.69879604
x3_x4_1,11.651734708333331
afterLoanBill5,11.560397890109888
id_date_size,11.226770112903225
creditYearsShortest,11.157759500000004
x1_x4_1,11.013963333333331
x3_x4_2,10.993812729411765
bill_beforeloan_time,10.940662404669265
x4_x6_1,10.921222775510206
bank_num,10.91164453846154
x4_x6_2,10.9067942
heavyRatio.1,10.900439945454547
preBorrowZeroCount,10.790283137254901
afterLoan,10.706401761904758
time4,10.691421034482758
x10_max,10.621374932692309
x2ex3m,10.576207450980391
id_spend_sum,10.53090682352941
backRatio,10.501357433628318
x5_x6_1,10.477339019607845
x8ex10m,10.396131415094336
x3_1,10.3920603125
x1_x6_2,10.389512073170735
x2_x1_0,10.387704468749998
bank_id_4,10.352406596491228
x1_x4_0,10.345147205882352
x3_mean,10.337890505102038
x2_mean,10.303322827956986
time2,10.189613333333334
x3_maxmin,10.112514656250005
x6_max,10.079672686746983
heavingAddlighting,10.073104699999996
bank_id_2,10.041496272727276
beforeLoanBill3,9.96361
x8_0,9.962571575757575
x6mx8e,9.96001956521739
x9_0,9.951568333333332
totalOwing,9.926661870129866
x8_max,9.895508025974028
x2_max,9.866333681081075
consumeSumMoney,9.828133413043476
beforeLoanBill5,9.819742808139537
x1_x4_2,9.736173343749998
beforeLoanBill4,9.730513486486485
moreBack,9.71734589285714
x7_0,9.691726666666668
x5_x6_2,9.671072388888888
x1_max,9.6131419947644
x4_max,9.580483401639341
time6,9.573786802419356
creditYearsLongest,9.537351977272726
x5_mean,9.509297249999996
beforeLoan,9.507818333333333
consumePerCost,9.494690646666664
x4mx6e,9.494513021276594
billContPerBank,9.484584019999998
date_maxmin2,9.440095274336283
x3_0,9.4351761875
beforeLoanBill2,9.427802443548387
consumeAverage,9.400747534482756
x8_mean,9.345837183908046
x6_mean,9.33194807359308
time10,9.313648827586208
cycleRateSum,9.29784118644068
x1_x2_std,9.257254576000001
withoutOweRatio,9.232684073170734
time5,9.229595804347825
x3_maxmin_mean,9.22014359340659
bank_id_6,9.214850160000003
date_maxmin1.1,9.214172684210526
x1_x6_1,9.168466419999998
x3_maxmin_max,9.162998783333336
x3_max,9.161392759999998
owingPerMax,9.155370388888883
owingBankMax,9.152515599999996
owingBanksRatio,9.144432727272727
afterLoanBill2,9.113018709090909
useableZeroCount,9.110679090909091
x5_max,9.099250835483861
x4_1,9.084304299999998
returnLeastRatio,9.066001851351354
totalBackSubOwe,9.054074030927831
id_date_interval,9.041352675824173
x3_maxmin_sum,8.999964000000002
x1_x2_mean,8.998926845528457
x1mx2e,8.988656199999998
totalBacking,8.985814689655177
x7_max,8.977660666666669
curOverdueMoneySum,8.964396282828284
id_spend_mean,8.957504066225164
x4_min,8.953930535353527
x1ex3m,8.950556756756756
x4_mean,8.936774166666668
beforeLoanBill1,8.903892206521745
x1_x2_min,8.891681689922478
time1,8.88354046153846
perBankOwing,8.875072000000001
creditYearsAverage,8.852231396226419
perTermOwing,8.83867675510204
x10_mean,8.810881830409357
x1_mean,8.796644407894735
bank_id_14,8.767190589743592
x1_x2_max,8.755507495798314
creditDescRatio,8.754898913978492
bank_id_3,8.740399258064516
returnLeastCount,8.71236146153846
x8ex9e,8.696345641025639
bank_id_7,8.636631018518514
curOverdueMoney,8.613513374999997
x2_x1_1,8.564951666666667
x4_0,8.522771200000001
curOverdueCount,8.513784677419356
bank_id_10,8.491211690476192
time9,8.442208807228916
consumeSumCount,8.415857892307692
x3_unique_mean,8.405844227848096
x5_x6_0,8.3754915
time8,8.346395728155342
date_loan_2,8.324057545454544
bank_id_11,8.311778936170208
cycleRateCount,8.218743846153844
duplicate_num,8.191317777777778
x3_num,8.163871481481479
date_loan_0,8.076455
x9_1,8.038519166666665
bank_id_16,8.018004022222222
withoutOwingBeforeLoan,8.00343
bank_id_5,7.9987257142857136
x3mx10e,7.833778464285715
id_size.1,7.823962157894738
x4_x6_0,7.783260653846153
withoutOweCount,7.773598571428573
id_spend_max,7.749758204081633
bank_id_8,7.595736315789473
creditDescCount,7.520380000000001
useableZeroCountRatio,7.416960214285713
x9_max,7.404401763157895
x3_x4_0,7.282036055555557
equalLoan,7.260062250000001
bank_id_9,6.913758058823529
x4_2,6.839518944444443
x7_mean,6.288287291666666
x9_mean,6.265913272727274
bank_id_13,5.923213777777778
creditToZero,5.9186749999999995
x7_2,5.546028
creditImproveFlag,5.1917594
heaving,4.7636876
x8_1,4.762528
bank_id_15,4.685430153846154
x9_2,3.911905
bank_id_100,3.80817
x7_1,3.4846075
totalBackSubOweFlag,2.87633
time0,2.3819705
